Refract Index 587.6nm d,SiO2,B2O3,Al2O3,MgO,CaO,BaO,Li2O,Na2O,K2O,Cs2O,ZnO,SrO,PbO,SnO,Ga2O3,As2O3,Y2O3,Sb2O3,La2O3,Nd2O3,Gd2O3,Bi2O3,TiO2,GeO2,ZrO2,SnO2,TeO2,P2O5,Nb2O5,Ta2O5,WO3,Yb2O3
1.69,10.51,49.36,0,0,0,0,9.82,0,0,0,16.63,0,0,0,0,0,2.4,0.01,6.82,0,0,0,0.05,0,4.4,0,0,0,0,0,0,0
1.69,7.64,51.55,0,0,0,0,9.99,0,0,0,16.93,0,0,0,0,0,1.42,0.01,7.93,0,0,0,0.06,0,4.47,0,0,0,0,0,0,0
1.68,8.92,52.67,0,0,0,0,9.71,0,0,0,16.45,0,0,0,0,0,0,0.01,7.84,0,0,0,0.05,0,4.35,0,0,0,0,0,0,0
1.69,9.13,49.98,0,0,0,0,9.94,0,0,0,16.84,0,0,0,0,0,2.43,0.01,7.18,0,0,0,0,0,4.49,0,0,0,0,0,0,0
1.69,9.13,49.95,0,0,0,0,9.94,0,0,0,16.84,0,0,0,0,0,2.43,0.02,7.18,0,0,0,0.06,0,4.45,0,0,0,0,0,0,0
1.7,9.13,50.01,0,0,0,0,9.95,0,0,0,16.85,0,0,0,0,0,2.43,0.03,7.61,0,0,0,1.77,0,2.22,0,0,0,0,0,0,0
1.69,9.16,50.17,0,0,0,0,9.98,0,0,0,16.9,0,0,0,0,0,2.44,0.03,7.63,0,0,0,0.86,0,2.83,0,0,0,0,0,0,0
1.79,5.11,55.89,0,0,0,0,0,0,0,0,1.58,0,0,0,0,0,5.66,0.02,17.84,0,3.38,0,0,0,10.52,0,0,0,0,0,0,0
1.79,10.35,52.41,0,0,0,0,0,0,0,0,1.53,0,0,0,0,0,5.53,0.02,17.45,0,3.31,0,0,0,9.4,0,0,0,0,0,0,0
1.79,5.15,57.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.86,0.02,17.88,0,5.26,0,0,0,10.62,0,0,0,0,0,0,0
1.79,5.14,56.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.86,0.02,17.85,0,5.25,0,0,0,10.62,0,0,0.28,0,0,0,0
1.79,5.06,55.37,0,0,1.82,0,0,0,0,0,1.56,0,0,0,0,0,5.61,0.02,16.77,0,3.35,0,0,0,10.44,0,0,0,0,0,0,0
1.79,5.1,56.52,0,0,0,0,0,0,0,0,1.58,0,0,0,0,0,3.83,0.02,16.93,0,5.21,0,0,0,10.53,0,0,0.28,0,0,0,0
1.79,5.12,56.52,0,0,0,0,0,0,0,0,1.57,0,0,0,0,0,2.92,0.02,18.75,0,4.29,0,0,0,10.53,0,0,0.28,0,0,0,0
1.79,10.3,51.46,0,0,0,0,0,0,0,0,1.53,0,0,0,0,0,3.73,0.02,17.37,0,5.07,0,0,0,10.25,0,0,0.27,0,0,0,0
1.79,9.04,52.7,0,0,0,0,0,0,0,0,1.54,0,0,0,0,0,3.75,0.02,17.7,0,4.66,0,0,0,10.32,0,0,0.27,0,0,0,0
1.79,9.03,52.72,0,0,0,0,0,0,0,0,1.54,0,0,0,0,0,3.75,0.02,19.05,0,3.31,0,0,0,10.32,0,0,0.26,0,0,0,0
1.79,9.04,52.71,0,0,0,0,0,0,0,0,1.53,0,0,0,0,0,2.86,0.02,19.04,0,4.21,0,0,0,10.32,0,0,0.27,0,0,0,0
1.79,9.02,52.71,0,0,0,0,0,0,0,0,1.54,0,0,0,0,0,2.41,0.02,19.5,0,4.21,0,0,0,10.32,0,0,0.27,0,0,0,0
1.79,9.03,52.71,0,0,0,0,0,0,0,0,1.54,0,0,0,0,0,2.86,0.02,18.15,0,5.1,0,0,0,10.32,0,0,0.27,0,0,0,0
1.79,9.09,53.73,0,0,0,0,0,0,0,0,1.55,0,0,0,0,0,2.88,0.02,18.28,0,5.14,0,0,0,9.04,0,0,0.27,0,0,0,0
1.79,9.08,52.95,0,0,0,0,0,0,0,0,1.55,0,0,0,0,0,2.87,0.02,18.23,0,5.12,0,0,0,9.46,0,0,0.27,0.45,0,0,0
1.79,10.81,52.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,18.88,0,7.08,0,0,0,10.11,0,0,0.29,0,0,0,0
1.79,5.11,55.62,0,0,0,0,0,0,0,0,1.57,0,0,0,0,0,3.83,0.02,17.84,0,5.21,0,0,0,10.53,0,0,0.27,0,0,0,0
1.8,9.04,51.81,0,0,0,0,0,0,0,0,1.55,0,0,0,0,0,2.85,0.02,19.04,0,5.1,0,0,0,10.32,0,0,0.27,0,0,0,0
1.8,5.1,54.7,0,0,0,0,0.91,0,0,0,1.58,0,0,0,0,0,3.37,0.02,17.85,0,5.67,0,0,0,10.53,0,0,0.27,0,0,0,0
1.8,13.21,49.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.04,0.02,21.11,0,5.42,0,0,0,7.39,0,0,0.29,0,0,0,0
1.8,9.37,50.95,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,2.96,0.02,18.83,0,5.29,0,0,0,10.7,0,0,0.28,0,0,0,0
1.64,0,10.07,1.34,18.8,16.11,16.11,7.38,0,0,0,4.03,2.68,0,0,0,0,0.67,0,0,0,2.68,0,0,0,0,0,0,20.13,0,0,0,0
1.64,0,8.16,1.36,19.05,16.33,14.97,8.16,0,0,0,5.43,2.72,0,0,0,0,0.68,0,0,0,2.04,0,0,0,0,0,0,21.1,0,0,0,0
1.64,0,6.71,1.34,21.48,16.11,14.77,8.05,0,0,0,5.37,2.68,0,0,0,0,0.67,0,0,0,2.01,0,0,0,0,0,0,20.81,0,0,0,0
1.64,0,9.59,1.37,19.18,15.06,16.45,7.53,0,0,0,4.1,2.74,0,0,0,0,0.68,0,0,0,1.37,0,0,0,0,0,0,20.56,0,0,0,1.37
1.65,0,9.6,1.37,19.18,15.06,16.44,7.53,0,0,0,4.1,2.74,0,0,0,0,0.68,0,2.74,0,0,0,0,0,0,0,0,20.56,0,0,0,0
1.65,1.36,8.88,0.97,16.39,16.39,16.39,6.83,0,0,0,5.46,2.73,0,0,0,0,0,0,0,0,4.1,0,0,0,0,0,0,20.5,0,0,0,0
1.65,0,5.48,1.37,16.44,16.44,16.44,8.9,0,0,0,5.49,2.74,0,0,0,0,0,0,0,0,4.11,0,0,0,0,0,0,22.59,0,0,0,0
1.65,0,9.59,1.37,16.44,16.44,13.7,6.85,0,0,0,5.48,5.48,0,0,0,0,0,0,0,0,4.11,0,0,0,0,0,0,20.54,0,0,0,0
1.64,0,7.46,2.98,14.92,14.92,20.9,7.46,0,0,0,4.49,0,0,0,0,0,0,0,0,0,2.97,0,0,0,0,0,0,23.9,0,0,0,0
1.64,0,6.95,2.78,13.9,13.88,19.44,9.72,0,0,0,8.33,0,0,0,0,0,0,0,0,0,2.78,0,0,0,0,0,0,22.22,0,0,0,0
1.65,0,7.36,0,14.71,14.7,20.59,7.35,0,0,0,8.82,0,0,0,0,0,0,0,0,0,2.94,0,0,0,0,0,0,23.53,0,0,0,0
1.65,0,7.04,2.82,14.08,14.08,19.72,5.63,0,0,0,11.27,0,0,0,0,0,0,0,0,0,2.82,0,0,0,0,0,0,22.54,0,0,0,0
1.65,0,7.14,2.86,11.43,11.43,22.85,7.14,0,0,0,11.43,0,0,0,0,0,0,0,0,0,2.86,0,0,0,0,0,0,22.86,0,0,0,0
1.65,0,5.52,2.76,13.8,13.79,19.31,6.89,0,0,0,10.34,0,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,23.45,0,0,0,0
1.66,0,8.28,1.38,13.8,13.79,19.31,8.27,0,0,0,10.33,0,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,20.7,0,0,0,0
1.66,0,11.03,0,12.42,12.42,22.06,6.89,0,0,0,10.34,0,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,20.7,0,0,0,0
1.66,0,6.95,1.39,13.89,13.88,19.45,6.94,0,0,0,10.42,0,0,0,0,0,0,0,0,0,4.86,0,0,0,0,0,0,22.22,0,0,0,0
1.67,0,16.33,1.36,13.61,13.61,19.05,6.8,0,0,0,10.2,0,0,0,0,0,0,0,0,0,4.08,0,0,0,0,0,0,14.96,0,0,0,0
1.67,0,19.05,1.36,13.61,13.61,19.05,6.8,0,0,0,10.2,0,0,0,0,0,0,0,0,0,4.08,0,0,0,0,0,0,12.24,0,0,0,0
1.67,0,19.31,1.38,13.79,13.79,19.31,6.9,0,0,0,10.34,0,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,11.04,0,0,0,0
1.68,0,16.91,1.41,14.1,14.08,19.71,7.04,0,0,0,6.34,0,0,0,0,0,0,0,0,0,6.34,0,0,0,0,0,0,14.07,0,0,0,0
1.68,0,16.22,1.35,13.51,13.51,18.93,6.75,0,0,0,10.13,0,0,0,0,0,0,0,0,0,6.08,0,0,0,0,0,0,13.52,0,0,0,0
1.6,56.14,14.69,4.21,0,0,9.47,0,0,0,0,2.69,7.54,0,0,0,0,0,0,0,0,0,0,3.13,0,1.14,0,0,0.99,0,0,0,0
1.55,59.27,15.46,4.46,0,0,7.91,0,0,0,0,2.23,6.29,0,0,0,0,0,0,0,0,0,0,2.66,0,0.92,0,0,0.8,0,0,0,0
1.55,58.95,15.41,4.44,0,0,7.04,0,0,0,0,1.95,5.61,0,0,0,0,0,0,0,0,0,0,3.97,0,1.41,0,0,1.22,0,0,0,0
1.56,59.22,13.49,6.44,0,0,7.92,0,0,0,0,2.25,6.26,0,0,0,0,0,0,0,0,0,0,2.68,0,0.93,0,0,0.81,0,0,0,0
1.56,59.23,14.43,5.44,0,0,7.94,0,0,0,0,2.25,6.31,0,0,0,0,0,0,0,0,0,0,2.67,0,0.93,0,0,0.8,0,0,0,0
1.56,59.2,14.43,4.44,0,0,8.95,0,0,0,0,2.26,6.29,0,0,0,0,0,0,0,0,0,0,2.69,0,0.93,0,0,0.81,0,0,0,0
1.56,59.29,14.49,4.95,0,0,8.43,0,0,0,0,2.25,6.27,0,0,0,0,0,0,0,0,0,0,2.58,0,0.93,0,0,0.81,0,0,0,0
1.57,59.31,13.5,5.43,0,0,8.93,0,0,0,0,2.17,6.31,0,0,0,0,0,0,0,0,0,0,2.6,0,0.94,0,0,0.81,0,0,0,0
1.57,59.24,13.01,6.47,0,0,7.9,0,0,0,0,2.26,6.29,0,0,0,0,0,0,0,0,0,0,2.59,0,1.43,0,0,0.81,0,0,0,0
1.56,59.18,13.02,6.48,0,0,7.92,0,0,0,0,2.17,6.3,0,0,0,0,0,0,0,0,0,0,2.69,0,0.94,0,0,1.3,0,0,0,0
1.57,59.17,11.45,6.46,0,0,7.94,0,0,0,0,2.26,6.28,0,0,0,0,0,0,0,0,0,0,4.7,0,0.93,0,0,0.81,0,0,0,0
1.55,59.25,11.52,6.42,0,0,7.92,0,0,0,0,2.2,6.31,0,0,0,0,0,0,0,0,0,0,2.63,0,0.95,0,0,2.8,0,0,0,0
1.57,59.22,13.44,4.47,0,0,7.93,0,0,0,0,2.24,6.31,0,0,0,0,0,0,0,0,0,0,4.66,0,0.93,0,0,0.8,0,0,0,0
1.56,58.21,14.52,6.46,0,0,7.94,0,0,0,0,2.26,6.28,0,0,0,0,0,0,0,0,0,0,2.59,0,0.93,0,0,0.81,0,0,0,0
1.56,58.24,15.44,5.46,0,0,7.96,0,0,0,0,2.25,6.33,0,0,0,0,0,0,0,0,0,0,2.58,0,0.93,0,0,0.81,0,0,0,0
1.56,58.31,14.44,5.45,0,0,7.95,0,0.98,0,0,2.25,6.32,0,0,0,0,0,0,0,0,0,0,2.57,0,0.93,0,0,0.8,0,0,0,0
1.56,58.24,14.51,5.44,0,0,8.95,0,0,0,0,2.18,6.32,0,0,0,0,0,0,0,0,0,0,2.61,0,0.94,0,0,0.81,0,0,0,0
1.56,58.31,14.45,5.43,0,0,7.92,0,0,0,0,2.26,6.3,0,0,0,0,0,0,0,0,0,0,2.59,0,1.93,0,0,0.81,0,0,0,0
1.55,58.28,14.48,5.44,0,0,7.93,0,0,0,0,2.18,6.31,0,0,0,0,0,0,0,0,0,0,2.6,0,0.94,0,0,1.84,0,0,0,0
1.54,61.27,14.46,5.42,0,0,7.95,0,0,0,0,2.23,3.29,0,0,0,0,0,0,0,0,0,0,2.65,0,0.92,0,0,1.81,0,0,0,0
1.53,64.51,14.51,5.46,0,0,7.94,0,0,0,0,2.19,0,0,0,0,0,0,0,0,0,0,0,2.6,0,0.96,0,0,1.83,0,0,0,0
1.56,58.23,14.49,5.42,0,0,14.21,0,0,0,0,2.26,0,0,0,0,0,0,0,0,0,0,0,2.61,0,0.97,0,0,1.81,0,0,0,0
1.72,7.2,61.14,0,0,8.76,0,1.17,0,0,0,0,0,0,0,0,0,6.21,0.02,14.86,0,0.64,0,0,0,0,0,0,0,0,0,0,0
1.73,8.26,58.35,0,0,0,0,3.94,0,0,0,7.06,0,0,0,0,0,6.95,0.01,14.95,0,0,0,0,0,0.48,0,0,0,0,0,0,0
1.73,8.49,60,0,0,0,0,1.21,0,0,0,7.26,0,0,0,0,0,7.15,0.01,15.38,0,0,0,0,0,0.5,0,0,0,0,0,0,0
1.73,7.6,64.46,0,0,2.64,0,1.23,0,0,0,0,0,0,0,0,0,6.55,0.03,16.81,0,0.68,0,0,0,0,0,0,0,0,0,0,0
1.73,7.56,64.13,0,0,2.63,0,1.23,0,0,0,0,0,0,0,0,0,8.15,0.03,15.59,0,0.68,0,0,0,0,0,0,0,0,0,0,0
1.72,7.42,62.94,0,0,2.58,0,1.2,0,0,0,0,3.49,0,0,0,0,6.39,0.02,15.3,0,0.66,0,0,0,0,0,0,0,0,0,0,0
1.73,7,65.22,0,0,2.65,0,1.24,0,0,0,0,0,0,0,0,0,5.75,0.03,17.43,0,0.68,0,0,0,0,0,0,0,0,0,0,0
1.73,4.55,67.7,0,0,2.66,0,1.24,0,0,0,0,0,0,0,0,0,5.24,0.03,17.9,0,0.68,0,0,0,0,0,0,0,0,0,0,0
1.57,34.55,29.25,12.26,4.72,0,8.35,3.89,0,4.07,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,2.83,0,0
1.6,30.95,24.53,11.32,9.43,0,8.35,2.01,0,2.19,0,8.31,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,2.83,0,0
1.57,33.91,28.7,12.03,6.49,0,8.2,3.82,0,4,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,2.78,0,0
1.57,34.24,28.97,12.15,4.67,0,9.2,3.86,0,4.04,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0
1.56,25.61,34.01,21,0.99,0,4.85,4.14,0,6.32,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1.56,24.39,32.37,20,0.96,2.85,3.67,3.94,0,6.02,0,0,2.86,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,2.86,0,0
1.56,28.05,33.32,14.7,0.98,2.94,3.77,4.07,0,6.2,0,0,2.95,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,2.94,0,0
1.55,25.86,33.28,19.43,1.69,2.53,2.53,3.49,0,5.34,0,0,3.25,0,0,0,0,0,0.07,0,0,0,0,0,0,1,0,0,0,0,1.53,0,0
1.57,29.01,28.44,16.51,4.57,0,9.04,3.81,5.8,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,2.75,0,0
1.56,25.48,34.24,19.15,0,5.41,0,3.44,0,5.26,0,0,4.46,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,2.49,0,0
1.57,23.19,31.17,17.42,1.52,12.38,0,3.14,0,4.79,0,0,4.06,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,2.27,0,0
2.05,12.83,13.75,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0.36,0,21.64,0,4.11,0,30.74,0,8.3,0,0,0,5.77,0,0,0
2.05,11.34,14.54,0,0,0,0,0,0,0,0,1.47,0,0,0,0,0,0,0,22.75,0,4.77,0,30.87,0,8.89,0,0,0,5.37,0,0,0
2.05,11.65,15.37,0,0,0,0,0,0,0,0,1.51,0,0,0,0,0,0,0,22.61,0,4.9,0,27.06,0,9.13,0,0,0,5.51,2.26,0,0
2.05,11.39,15.03,0,0,0,0,0,0,0,0,1.47,0,0,0,0,0,0,0,22.11,0,4.79,0,29.42,0,8.93,0,0,0,5.39,0,1.47,0
2.05,15.35,11.73,0,0,0,0,0,0,0,0,2.86,0,0,0,0,0,0,0,21.48,0,4.65,0,30.02,0,8.67,0,0,0,5.24,0,0,0
2.05,14.91,12.63,0,0,0,0,0,0,0,0,2.49,0,0,0,0,0,0.36,0,21.9,0,3.02,0,33.53,0,6.84,0,0,0,4.32,0,0,0
2.05,14.8,12.54,0,0,0,0,0,0,0,0,2.47,0,0,0,0,0,0,0,21.4,0,3,0,33.29,0,8.21,0,0,0,4.29,0,0,0
2.07,13.03,12.88,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0.35,0,20.12,0,2.92,0,35.82,0,7.63,0,0,0,4.85,0,0,0
2.09,12.03,11.9,0,0,0,0,0,0,0,0,2.22,0,0,0,0,0,0.32,0,18.59,0,2.7,0,40.71,0,7.05,0,0,0,4.48,0,0,0
2.04,13.88,13.72,0,0,0,0,0,0,0,0,2.56,0,0,0,0,0,0.37,0,21.44,0,3.11,0,33.8,0,8.14,0,0,0,2.98,0,0,0
2.1,17.88,7.84,0,0,0,0,0,0,0,0,2.15,0,0,0,0,0,0.31,0,15.85,0,2.61,0,42.46,0,7.17,0,0,0,3.73,0,0,0
2.05,13.39,13.24,0,0,0,0,1.42,0,0,0,2.47,0,0,0,0,0,0.35,0,20.69,0,3,0,32.6,0,7.85,0,0,0,4.99,0,0,0
2.05,13.39,13.24,0,0,0,0,0,0,1.42,0,2.47,0,0,0,0,0,0.35,0,20.69,0,3,0,32.6,0,7.85,0,0,0,4.99,0,0,0
2.04,13.53,13.4,0,0,0,0,0,0,0,0,2.49,0,0,0,0,0,0.71,0,20.91,0,3.03,0,32.95,0,7.93,0,0,0,0.76,4.29,0,0
2.04,13.3,15.25,0,0,0,0,0,0,0,0,2.45,0,0,0,0,0,0.35,0,20.55,0,2.98,0,32.36,0,7.8,0,0,0,4.96,0,0,0
2.05,12.83,12.69,0,0,0,0,0,0,0,0,5.18,0,0,0,0,0,0.34,0,22.54,0,2.88,0,31.23,0,7.53,0,0,0,4.78,0,0,0
2.05,13.2,13.06,0,0,0,0,0,0,0,0,2.44,0,0,0,0,0,0.35,0,20.4,0,5.74,0,32.15,0,7.74,0,0,0,4.92,0,0,0
2.05,13.21,13.06,0,0,2.79,0,0,0,0,0,2.44,0,0,0,0,0,0.35,0,20.4,0,2.96,0,32.13,0,7.74,0,0,0,4.92,0,0,0
2.05,13.2,13.05,0,0,0,0,0,0,0,0,2.44,0,0,0,0,0,3.13,0,20.41,0,2.96,0,32.15,0,7.74,0,0,0,4.92,0,0,0
2.04,13.2,13.05,2.79,0,0,0,0,0,0,0,2.44,0,0,0,0,0,0.35,0,20.4,0,2.96,0,32.15,0,7.74,0,0,0,4.92,0,0,0
2.05,13.58,13.45,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,20.98,0,0,0,33.06,0,7.96,0,0,0,5.07,0,0,3.4
2.05,13.21,13.06,0,0,0,0,0,0,0,0,2.44,0,0,0,0,0,0.35,0,20.4,0,2.96,0,32.13,2.79,7.74,0,0,0,4.92,0,0,0
2.07,13.73,11.63,0,0,0,0,0,0,0,0,2.29,0,0,0,0,0,0.33,0,19.2,0,2.79,0,38.1,0,7.29,0,0,0,4.64,0,0,0
2.09,13.86,10.11,0,0,0,0,0,0,0,0,2.12,0,0,0,0,0,0.3,0,17.69,0,2.56,0,39.95,0,6.72,0,0,0,4.27,0,2.42,0
2.05,14.33,14.18,0,0,0,0,0,0,0,0,2.64,0,0,0,0,0,2.9,0,18.16,0,0,0,34.87,0,8.4,0,0,0,3.08,0,0,1.44
1.57,51.06,20.63,9.6,10.37,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.54,0,0.05,0,0,0,0,0,0,0
1.62,0,5.52,1.4,11.67,10.19,28.71,10.97,0,0,0,0,0,0,0,0,0,0,0.02,0.59,0,0,0,0,0,0,0,0,30.93,0,0,0,0
1.62,0,5.87,1.92,8.91,7.93,29.19,11.72,0,0,0,2.32,0,0,0,0,0,0,0.02,0.69,0,0,0,0,0,0,0,0,31.43,0,0,0,0
1.62,0,3.42,3.53,11.94,8.52,29.23,8.59,0,0,0,0,1.11,0,0,0,0,0,0.02,0.43,0,0.84,0,0,0,0,0,0,32.37,0,0,0,0
1.62,0,3.84,2.1,14.31,11.81,28.22,9.65,0,0,0,0,0.52,0,0,0,0,0,0,0.2,0,0.29,0,0,0,0,0,0,29.06,0,0,0,0
1.62,0,7.04,2.08,11.6,9.93,29.19,7.83,0,0,0,1.37,0,0,0,0,0,0,0,0.27,0,0.65,0,0,0,0,0,0,30.04,0,0,0,0
1.62,0,3.66,1.47,10.5,6.52,30.64,9.78,0,0,0,1.44,0,0,0,0,0,0,0.02,0.85,0,0.54,0,0,0,0,0,0,34.58,0,0,0,0
1.62,0,4.22,0.4,14.04,9.78,29.36,9.22,0,0,0,1.67,0,0,0,0,0,0,0.02,0.42,0,0,0,0,0,0,0,0,30.87,0,0,0,0
1.62,0,5.09,2.23,12.81,6.8,33.07,5.08,0,0,0,0,0,0,0,0,0,0,0.02,0.56,0,0,0,0,0,0,0,0,34.34,0,0,0,0
1.92,0,6.21,0,0,0,22.1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8,0,0,0,0,23.6,29.29,0,0,0
1.6,29.84,51.52,0,0,0,0,0,7.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82,0,0,0,1.69,4.72,0,0
1.65,43.23,32.22,0,0,0,0,0,2.37,4.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.02,0,0,0,0,9.65,0,0
1.98,0,0,0,0,0,0.72,0,9.5,5.46,0,0,0,0,0,0,0,0,0.01,0,0,0,1.47,29.16,0,0,0,0,24.56,23.41,0,5.71,0
1.98,0,0,0,0,0,0.73,0,9.63,5.53,0,0,0,0,0,0,0,0,0.01,0,0,0,2.76,29.51,0,0,0,0,24.89,23.72,0,3.22,0
1.96,0,0,0,0,0,0.7,0,9.29,5.34,0,0,0,0,0,0,0,0,0.01,0,0,0,1.43,28.45,0,0,0,0,24.02,27.66,0,3.1,0
1.98,0,0,0,0,0,0,0,9.81,5.64,0,0,0,0,0,0,0,0,0.01,0,0,0,0,30.08,0,0,0,0,25.39,25.79,0,3.28,0
1.99,0,0,0,0,0,1.3,0,8.55,4.98,0,0,0,0,0,0,0,0,0,0,0,0,0,26.22,0,0,0,0,22.12,19.69,0,17.14,0
1.71,49.99,0,0,0,0,4.05,10.94,19.78,0,0,0,0,0,0,0,0,0,0.03,1,0,0,0,0,0,4.98,0,0,0,9.23,0,0,0
1.63,65.87,0,0,0,0,0,14.33,10.35,0,0,0,0,0,0,0,0,0,0.02,0.39,0,0,0,0,0,2.6,0,0,0,6.44,0,0,0
1.68,56.66,3.26,0,0,0,4.14,11.4,12.81,0,0,0,0,0,0,0,0,0,0.03,0.7,0,0,0,0,0,2.76,0,0,0,8.24,0,0,0
1.67,62,2.01,0,0,0,2.74,5.53,15.03,0,0,0,0,0,0,0,0,0,0.03,0.13,0,0,0,0,0,3.78,0,0,0,8.75,0,0,0
1.67,59.24,1.6,0,0,0,4.06,11.17,12.56,0,0,0,0,0,0,0,0,0,0.03,0.68,0,0,0,0,0,2.71,0,0,0,7.95,0,0,0
1.64,58.44,5.29,0,0,0,1.43,14.69,10.62,0,0,0,0,0,0,0,0,0,0.03,0.23,0,0,0,0,0,2.67,0,0,0,6.6,0,0,0
1.65,60.36,3.47,0,0,0,1.18,16.2,6.83,0,0,0,0,0,0,0,0,0,0.03,1.11,0,0,0,0,0,4.91,0,0,0,5.91,0,0,0
1.67,52.8,2.56,0,0,0,2.33,19.9,9.6,0,0,0,0,0,0,0,0,0,0.03,0.55,0,0,0,0,0,5.51,0,0,0,6.72,0,0,0
1.66,59.32,2.33,0,0,0,0,10.85,15.69,0,0,0,0,0,0,0,0,0,0.03,0.5,0,0,0,0,0,3.29,0,0,0,7.99,0,0,0
1.64,59.65,0,0,0,0,3.72,10.9,15.77,0,0,0,0,0,0,0,0,0,0.03,0.5,0,0,0,0,0,3.3,0,0,0,6.13,0,0,0
1.68,52.79,4.27,0,0,0,2.59,6.64,19.2,0,0,0,1.15,0,0,0,0,0,0.03,2.65,0,0,0,0,0,3.22,0,0,0,7.46,0,0,0
1.67,62.09,1.89,0,0,0,2.86,14.68,8.01,0,0,0,0,0,0,0,0,0,0.03,0.4,0,0,0,0,0,1.78,0,0,0,8.26,0,0,0
1.62,61.71,1.81,0,0,0,3.3,14.58,9.85,0,0,0,0,0,0,0,0,0,0.03,0.58,0,0,0,0,0,4.1,0,0,0,4.04,0,0,0
1.64,59.53,3.21,0,0,0,4.08,11.23,12.62,0,0,0,0,0,0,0,0,0,0.03,0.69,0,0,0,0,0,2.72,0,0,0,5.89,0,0,0
1.65,50.53,1.28,0,0,0,0,0,25.68,9.38,0,0,0,0,0,0,0,0,0.03,0.35,0,0,0,0,0,6.03,0,0,0,6.72,0,0,0
1.69,59.8,1.82,0,0,0,2.75,14.13,9.54,0,0,0,0,0,0,0,0,0,0.03,1.3,0,0,0,0,0,1.72,0,0,0,8.91,0,0,0
1.64,63.57,0,0,0,0,1.49,15.33,9.86,0,0,0,0,0,0,0,0,0,0,0.47,0,0,0,0,0,3.1,0,0,0,6.18,0,0,0
1.69,49.62,2.14,0,0,0,1.95,19.96,12.84,0,0,0,0,0,0,0,0,0,0,0.61,0,0,0,0,0,4.84,0,0,0,8.04,0,0,0
1.67,53.15,1.97,0,0,0,2.08,18.32,11.78,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,4.82,0,0,0,7.38,0,0,0
1.66,60.38,1.63,0,0,0,4.43,10.13,10.97,0,0,0,1.19,0,0,0,0,0,0.02,0.46,0,0,0,0,0,3.68,0,0,0,7.11,0,0,0
1.75,46.79,1.95,0,0,0,4.96,18.52,8.76,0,0,0,0,0,0,0,0,0,0.03,2.51,0,0,0,0,0,6.62,0,0,0,9.86,0,0,0
1.89,3,0,2,0,0,0,0,0,0,0,25,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,0,0
1.88,3,0,2,0,0,0,10,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,0,0
1.86,3,0,2,0,0,0,0,10,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,0,0
1.85,3,0,2,0,0,0,0,15,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,0,0
1.85,3,0,2,0,0,0,5,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,25,0,0,0
1.89,3,0,2,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,0,0
1.86,3,0,2,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,0,0
1.93,2.94,0,1.96,0,0,0,0,0,0,0,9.78,0,0,0,0,0,0,0,0,0,0,0,29.35,0,0,0.2,0,31.31,24.46,0,0,0
